aa87fc13a5d48debee8b7a629f82fc0d66a1ae90,DELETE,regular-file,cart/cart-platform-docker/src/main/docker/alfresco-global.properties,3013,
8b0a4245c43b57af2f92170818cd84a6750f9047,DELETE,regular-file,cart/cart-platform/src/main/resources/alfresco/module/cart-platform/alfresco-global.properties,476,
